"Numero FINESS";"SIRET";"APE";"Raison sociale";"Complement distribution";"Adresse";"Lieudit_BP";"Code postal";"Libelle routage";"Tel";"Fax";"Date ouvert";"Code categorie";"Lib categorie";"Code statut";"Lib statut";"Code tarif";"Lib tarif";"Code PSPH";"Lib PSPH";"FINESS juridique";"SOC:";"Discipline1";"Mode de fonctionnement1";"Clientele1";"Capacite hommes1";"Capacite femmes1";"Capacite totale1";"Discipline2";"Mode de fonctionnement2";"Clientele2";"Capacite hommes2";"Capacite femmes2";"Capacite totale2";"Discipline3";"Mode de fonctionnement3";"Clientele3";"Capacite hommes3";"Capacite femmes3";"Capacite totale3";"Discipline4";"Mode de fonctionnement4";"Clientele4";"Capacite hommes4";"Capacite femmes4";"Capacite totale4";"Discipline5";"Mode de fonctionnement5";"Clientele5";"Capacite hommes5";"Capacite femmes5";"Capacite totale5";"Discipline6";"Mode de fonctionnement6";"Clientele6";"Capacite hommes6";"Capacite femmes6";"Capacite totale6";
"670790997";"313 721 169 00024";;"RESIDENCE L'ARPALE";;"5 RUE DES HIRONDELLES";;"67380";"LINGOLSHEIM";"03 88 78 13 72 ";;"01 septembre 1978";"202";"Logement Foyer";"62";"Association de Droit Local";"01";"Etablissement Tarif Libre";;;"670792589";"";"Hebergement Logement-Foyer Personnes agees Seules F1";"Hebergement Complet Internat";"Personnes Agees (Sans Autre Indication)";"0";"0";"60";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670791003";"775 642 069 00337";;"RES PERS AGEES STRASBOURG / LES HALLES";;"22 PLACE DES HALLES";;"67000";"STRASBOURG";"03 88 52 52 52 ";"03 88 75 77 20";"04 avril 1904";"202";"Logement Foyer";"62";"Association de Droit Local";"01";"Etablissement Tarif Libre";;;"670792340";"";"Restaurant pour Personnes agees";"Accueil de Jour";"Personnes Agees (Sans Autre Indication)";"0";"0";"0";"Hebergement Logement-Foyer Personnes agees F1 Bis";"Hebergement Complet Internat";"Personnes Agees (Sans Autre Indication)";"0";"0";"76";"Hebergement Logement-Foyer Personnes agees Couple F2";"Hebergement Complet Internat";"Personnes Agees (Sans Autre Indication)";"0";"0";"4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670791011";"266 700 525 00022";;"RES CHARLES HUCK A BISCHHEIM";;"40 RUE NATIONALE";;"67800";"BISCHHEIM";"03 88 33 34 57 ";;"01 juillet 1971";"202";"Logement Foyer";"17";"Centre Communal Action Sociale";"01";"Etablissement Tarif Libre";;;"670792209";"";"Hebergement Logement-Foyer Personnes agees Seules F1";"Hebergement Complet Internat";"Personnes Agees (Sans Autre Indication)";"0";"0";"42";"Hebergement Logement-Foyer Personnes agees Couple F2";"Hebergement Complet Internat";"Personnes Agees (Sans Autre Indication)";"0";"0";"25";"Restaurant pour Personnes agees";"Accueil de Jour";"Personnes Agees (Sans Autre Indication)";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670791045";"775 642 069 00303";;"RES PERS AGEE DR BORD STRASBOURG";;"11 RUE SAINT GUILLAUME";;"67000";"STRASBOURG";"03 88 35 16 93 ";;"03 mai 1979";"202";"Logement Foyer";"62";"Association de Droit Local";"01";"Etablissement Tarif Libre";;;"670792340";"";"Hebergement Logement-Foyer Personnes agees Couple F2";"Hebergement Complet Internat";"Personnes Agees (Sans Autre Indication)";"0";"0";"5";"Hebergement Logement-Foyer Personnes agees F1 Bis";"Hebergement Complet Internat";"Personnes Agees (Sans Autre Indication)";"0";"0";"75";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670791052";"266 700 137 00026";;"LOG-FOYER RES FLEURIE A SELESTAT";;"1 BOULEVARD AMEY";;"67600";"SELESTAT";"03 88 92 09 27 ";;"01 janvier 1972";"202";"Logement Foyer";"17";"Centre Communal Action Sociale";"01";"Etablissement Tarif Libre";;;"670792571";"";"Hebergement Logement-Foyer Personnes agees Couple F2";"Hebergement Complet Internat";"Personnes Agees (Sans Autre Indication)";"0";"0";"22";"Restaurant pour Personnes agees";"Accueil de Jour";"Personnes Agees (Sans Autre Indication)";"0";"0";"0";"Hebergement Logement-Foyer Personnes agees Seules F1";"Hebergement Complet Internat";"Personnes Agees (Sans Autre Indication)";"0";"0";"36";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670791060";"326 258 530 00020";;"RESIDENCE BREITENWEG A ERSTEIN";;"16 RUE DE SAVERNE";;"67150";"ERSTEIN";"03 88 64 65 00 ";;"01 septembre 1974";"202";"Logement Foyer";"62";"Association de Droit Local";"01";"Etablissement Tarif Libre";;;"670792597";"";"Hebergement Logement-Foyer Personnes agees Couple F2";"Hebergement Complet Internat";"Personnes Agees (Sans Autre Indication)";"0";"0";"6";"Hebergement Logement-Foyer Personnes agees F1 Bis";"Hebergement Complet Internat";"Personnes Agees (Sans Autre Indication)";"0";"0";"48";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670791227";"304 785 587 00029";;"RESIDENCE DU LANDSBERG A BARR";;"5 RUE GENERAL VANDENBERG";;"67140";"BARR";"03 88 08 07 62 ";;"01 janvier 1976";"202";"Logement Foyer";"62";"Association de Droit Local";"01";"Etablissement Tarif Libre";;;"670792829";"";"Hebergement Logement-Foyer Personnes agees Seules F1";"Hebergement Complet Internat";"Personnes Agees (Sans Autre Indication)";"0";"0";"72";"Hebergement Logement-Foyer Personnes agees Couple F2";"Hebergement Complet Internat";"Personnes Agees (Sans Autre Indication)";"0";"0";"8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670791276";"494 251 754 00011";;"MAISON DE RETRAITE BARTISCHGUT EHPAD";"QUARTIER MEINAU";"7 RUE BARTISCH";;"67100";"STRASBOURG";"03 88 79 14 90 ";;"01 octobre 1981";"200";"Maison de Retraite";"62";"Association de Droit Local";"21";"Autorite mixte prefet dpt PCG EHPAD tripartite DG partielle";;;"670010438";"";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"129";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670791284";"419 003 132 00018";;"MR MISSIONS AFRICAINES - EHPAD";;"32 RUE PRINCIPALE";;"67140";"ST PIERRE";"03 88 58 54 00 ";;"01 octobre 1969";"200";"Maison de Retraite";"62";"Association de Droit Local";"21";"Autorite mixte prefet dpt PCG EHPAD tripartite DG partielle";;;"670001353";"";"Accueil temporaire pour Personnes agees";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"1";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"47";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670791722";"266 700 566 00034";;"FOYER LES MARRONNIERS";;"8 RUE EDMOND ABOUT";;"67700";"SAVERNE";"03 88 71 52 71 ";"03 88 71 27 22";"04 avril 1904";"202";"Logement Foyer";"17";"Centre Communal Action Sociale";"01";"Etablissement Tarif Libre";;;"670792266";"";"Hebergement Logement-Foyer Personnes agees Couple F2";"Hebergement Complet Internat";"Personnes Agees (Sans Autre Indication)";"0";"0";"42";"Hebergement Logement-Foyer Personnes agees F1 Bis";"Hebergement Complet Internat";"Personnes Agees (Sans Autre Indication)";"0";"0";"22";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670792134";"778 859 397 00011";;"FOYER RES BETHLEHEM CRONENBOURG";"CRONENBOURG";"13 ROUTE D'OBERHAUSBERGEN";;"67200";"STRASBOURG";"03 88 27 01 71 ";;"01 juin 1985";"202";"Logement Foyer";"62";"Association de Droit Local";"01";"Etablissement Tarif Libre";;;"670000694";"";"Hebergement Logement-Foyer Personnes agees F1 Bis";"Hebergement Complet Internat";"Personnes Agees (Sans Autre Indication)";"0";"0";"46";"Hebergement Logement-Foyer Personnes agees Couple F2";"Hebergement Complet Internat";"Personnes Agees (Sans Autre Indication)";"0";"0";"8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670792720";"320 694 821 00077";;"LOG-FOYER PERSON AGEES NEUDORF";;"10 RUE DU BILSTEIN";;"67100";"STRASBOURG";"03 88 34 04 05 ";;"01 janvier 1990";"202";"Logement Foyer";"62";"Association de Droit Local";"01";"Etablissement Tarif Libre";;;"670792431";"";"Hebergement Logement-Foyer Personnes agees F1 Bis";"Hebergement Complet Internat";"Personnes Agees (Sans Autre Indication)";"0";"0";"75";"Hebergement Logement-Foyer Personnes agees Couple F2";"Hebergement Complet Internat";"Personnes Agees (Sans Autre Indication)";"0";"0";"5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670792738";"266 700 400 00028";;"FOYER RES PERSON AGEES A BENFELD";"RESIDENCE JAEGER";"1 RUE DE LA DIGUE";;"67230";"BENFELD";"03 88 74 49 41 ";;"20 octobre 1984";"202";"Logement Foyer";"17";"Centre Communal Action Sociale";"01";"Etablissement Tarif Libre";;;"670792217";"";"Hebergement Logement-Foyer Personnes agees Seules F1";"Hebergement Complet Internat";"Personnes Agees (Sans Autre Indication)";"0";"0";"49";"Hebergement Logement-Foyer Personnes agees Couple F2";"Hebergement Complet Internat";"Personnes Agees (Sans Autre Indication)";"0";"0";"3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670792746";"216 702 829 00062";;"LOG-FOYER PERSO AGEES MARLENHEIM";"RESIDENCE STE RICHARDE";"RUE DU PENSIONNAT";;"67520";"MARLENHEIM";"03 88 87 51 09 ";;"01 janvier 1990";"202";"Logement Foyer";"62";"Association de Droit Local";"01";"Etablissement Tarif Libre";;;"670794239";"";"Hebergement Logement-Foyer Personnes agees Seules F1";"Hebergement Complet Internat";"Personnes Agees (Sans Autre Indication)";"0";"0";"11";"Hebergement Logement-Foyer Personnes agees Couple F2";"Hebergement Complet Internat";"Personnes Agees (Sans Autre Indication)";"0";"0";"11";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670792977";"266 700 228 00049";;"MR DU CH DE SAVERNE - EHPAD";;"19 COTE DE SAVERNE";"BP 20105";"67703";"SAVERNE CEDEX";"03 88 71 67 67 ";;"01 janvier 1984";"200";"Maison de Retraite";"13";"Etablissement Public Communal d'Hospitalisation";"20";"Autorite mixte prefet dpt PCG EHPAD tripartite DG global";;;"670780345";"";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"88";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670793157";"266 700 608 00042";;"LOG-FOYER SOLEIL SCHILTIGHEIM";"FOYER SOLEIL";"7 RUE PRINCIPALE";;"67300";"SCHILTIGHEIM";"03 88 81 00 94 ";;"01 mars 1988";"202";"Logement Foyer";"17";"Centre Communal Action Sociale";"01";"Etablissement Tarif Libre";;;"670792852";"";"Hebergement Logement-Foyer Personnes agees Seules F1";"Hebergement Complet Internat";"Personnes Agees (Sans Autre Indication)";"0";"0";"2";"Hebergement Logement-Foyer Personnes agees F1 Bis";"Hebergement de Nuit Eclate";"Personnes Agees (Sans Autre Indication)";"0";"0";"21";"Hebergement Logement-Foyer Personnes agees Couple F2";"Hebergement Complet Internat";"Personnes Agees (Sans Autre Indication)";"0";"0";"2";"Hebergement Logement-Foyer Personnes agees Couple F2";"Hebergement de Nuit Eclate";"Personnes Agees (Sans Autre Indication)";"0";"0";"10";"Hebergement Logement-Foyer Personnes agees F1 Bis";"Hebergement Complet Internat";"Personnes Agees (Sans Autre Indication)";"0";"0";"53";"";"";"";"";"";"";
"670793165";"775 642 069 00071";;"RES PERSONNES AGEES WISSEMBOURG";"RESIDENCE MASSOL";"17 RUE DE LA PEPINIERE";;"67160";"WISSEMBOURG";"03 88 54 27 54 ";"03 88 94 09 80";"01 janvier 1990";"202";"Logement Foyer";"62";"Association de Droit Local";"01";"Etablissement Tarif Libre";;;"670792340";"";"Hebergement Logement-Foyer Personnes agees Couple F2";"Hebergement Complet Internat";"Personnes Agees (Sans Autre Indication)";"0";"0";"5";"Hebergement Logement-Foyer Personnes agees F1 Bis";"Hebergement Complet Internat";"Personnes Agees (Sans Autre Indication)";"0";"0";"40";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670793173";"775 641 749 00053";;"MR BESTHESDA CONTADES - EHPAD";;"14 BOULEVARD GAMBETTA";;"67000";"STRASBOURG";"03 88 36 42 00 ";;"22 avril 1985";"200";"Maison de Retraite";"61";"Association Loi 1901 Reconnue d'Utilite Publique";"21";"Autorite mixte prefet dpt PCG EHPAD tripartite DG partielle";;;"670780154";"";"Accueil temporaire pour Personnes agees";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"10";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"80";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670793363";"266 700 798 00025";;"MAISON DE RETRAITE DES HÊTRES EHPAD";;"8 RUE BUCHAECKERWEG";;"67320";"DRULINGEN";"03 88 00 75 60 ";"03 88 00 77 22";"01 avril 1988";"200";"Maison de Retraite";"17";"Centre Communal Action Sociale";"21";"Autorite mixte prefet dpt PCG EHPAD tripartite DG partielle";;;"670001601";"";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"90";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670793371";"266 700 681 00015";;"MR 'SANS SOUCI' - EHPAD";;"9 RUE DE L'ECOLE";;"67118";"GEISPOLSHEIM";"03 88 68 89 89 ";"03 88 59 97 48";"01 septembre 1987";"200";"Maison de Retraite";"21";"Etablissement Social et Medico-Social Communal";"21";"Autorite mixte prefet dpt PCG EHPAD tripartite DG partielle";;;"670001619";"";"Accueil temporaire pour Personnes agees";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"1";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"40";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670793579";"266 700 111 00054";;"MR DU CH HAGUENAU - EHPAD";;"1 RUE DU CHATEAU";;"67500";"HAGUENAU";"03 88 06 33 33 ";;"01 janvier 1901";"200";"Maison de Retraite";"13";"Etablissement Public Communal d'Hospitalisation";"21";"Autorite mixte prefet dpt PCG EHPAD tripartite DG partielle";;;"670780337";"";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"110";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670793652";"266 700 178 00020";;"MR DU CH OBERNAI EHPAD";"CENTRE HOSPITALIER D'OBERNAI";"1 REMPART MONSEIGNEUR CASPAR";"BP 201";"67211";"OBERNAI CEDEX";"03 88 95 14 00 ";;"01 janvier 1901";"200";"Maison de Retraite";"13";"Etablissement Public Communal d'Hospitalisation";"20";"Autorite mixte prefet dpt PCG EHPAD tripartite DG global";;;"670780709";"";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"105";"Accueil temporaire pour Personnes agees";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670793660";"266 700 012 00021";;"MR MARCEL KRIEG - EHPAD";;"11 AVENUE DU DR MARCEL KRIEG";;"67142";"BARR CEDEX";"03 88 08 92 00 ";"03 88 08 06 18";"01 janvier 1901";"200";"Maison de Retraite";"21";"Etablissement Social et Medico-Social Communal";"20";"Autorite mixte prefet dpt PCG EHPAD tripartite DG global";;;"670780725";"";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Alzheimer ou maladies apparentees";"0";"0";"12";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"94";"Accueil temporaire pour Personnes agees";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670793686";"200 002 079 00016";;"MR RESIDENCE DE L'ILLMATT- EHPAD";;"1 RUE DE L'HOPITAL";"BP 70033";"67231";"BENFELD CEDEX";"03 88 74 41 00 ";"03 45 09 02 41";"01 janvier 1901";"200";"Maison de Retraite";"21";"Etablissement Social et Medico-Social Communal";"21";"Autorite mixte prefet dpt PCG EHPAD tripartite DG partielle";;;"670013713";"";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"59";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670793694";"266 700 053 00025";;"MR HOPITAL LOCAL BOUXWILLER - EHPAD";;"3 RUE DU CANAL";;"67330";"BOUXWILLER";"03 88 71 54 54 ";"03 88 70 78 80";"01 janvier 1901";"200";"Maison de Retraite";"13";"Etablissement Public Communal d'Hospitalisation";"21";"Autorite mixte prefet dpt PCG EHPAD tripartite DG partielle";;;"670780352";"";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"98";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670793702";"266 700 061 00028";;"MR HOPITAL LA GRAFENBOURG-EHPAD";;"7 RUE ALEXANDRE MILLERAND";"BP 26";"67171";"BRUMATH CEDEX";"03 90 29 16 00 ";"03 88 59 35 00";"01 janvier 1901";"200";"Maison de Retraite";"13";"Etablissement Public Communal d'Hospitalisation";"20";"Autorite mixte prefet dpt PCG EHPAD tripartite DG global";;;"670780071";"";"Accueil temporaire pour Personnes agees";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"4";"Accueil temporaire pour Personnes agees";"Accueil de Jour";"Personnes Alzheimer ou maladies apparentees";"0";"0";"12";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"90";"Accueil temporaire pour Personnes agees";"Hebergement Complet Internat";"Personnes Alzheimer ou maladies apparentees";"0";"0";"2";"Pôles d'activite et de soins adaptes";"Accueil de Jour";"Personnes Alzheimer ou maladies apparentees";"0";"0";"0";"";"";"";"";"";"";
"670793710";"266 700 103 00028";;"MR HOPITAL LOCAL ERSTEIN - EHPAD";;"8 RUE BRULEE";"B.P. 26";"67151";"ERSTEIN CEDEX";"03 88 64 66 46 ";"03 88 64 66 49";"01 janvier 1901";"200";"Maison de Retraite";"13";"Etablissement Public Communal d'Hospitalisation";"21";"Autorite mixte prefet dpt PCG EHPAD tripartite DG partielle";;;"670780717";"";"Accueil temporaire pour Personnes agees";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"2";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"88";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670793728";"200 001 972 00039";;"MR RESIDENCE LE RIED - EHPAD";;"9 RUE DES VOSGES";;"67390";"MARCKOLSHEIM";"03 88 58 63 63 ";"03 88 74 92 30";"01 janvier 1901";"200";"Maison de Retraite";"21";"Etablissement Social et Medico-Social Communal";"20";"Autorite mixte prefet dpt PCG EHPAD tripartite DG global";;;"670007269";"";"Pôles d'activite et de soins adaptes";"Accueil de Jour";"Personnes Alzheimer ou maladies apparentees";"0";"0";"0";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"102";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670793736";"266 700 152 00025";;"MR HOPITAL LOCAL DE MOLSHEIM - EHPAD";;"5 COUR DES CHARTREUX";;"67120";"MOLSHEIM";"03 88 49 70 70 ";"03 88 49 70 73";"01 janvier 1901";"200";"Maison de Retraite";"13";"Etablissement Public Communal d'Hospitalisation";"21";"Autorite mixte prefet dpt PCG EHPAD tripartite DG partielle";;;"670780642";"";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Alzheimer ou maladies apparentees";"0";"0";"16";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"148";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670793751";"266 700 194 00027";;"MR DE L'HOPITAL LOCAL DE ROSHEIM EHPAD";;"14 RUE DU GENERAL DE GAULLE";;"67560";"ROSHEIM";"03 88 50 40 50 ";"03 88 50 23 17";"01 janvier 1901";"200";"Maison de Retraite";"13";"Etablissement Public Communal d'Hospitalisation";"20";"Autorite mixte prefet dpt PCG EHPAD tripartite DG global";;;"670780675";"";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"90";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670793769";"266 700 210 00021";;"MR HOPITAL LOCAL SARRE-UNION - EHPAD";;"23 RUE DU MARECHAL FOCH";;"67262";"SARRE UNION CEDEX";"03 88 01 13 13 ";"03 88 00 35 77";"01 janvier 1901";"200";"Maison de Retraite";"13";"Etablissement Public Communal d'Hospitalisation";"21";"Autorite mixte prefet dpt PCG EHPAD tripartite DG partielle";;;"670780360";"";"Accueil temporaire pour Personnes agees";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"3";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"91";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670793777";"266 700 293 00027";;"MAISON DE RETRAITE - EHPAD";;"4 RUE DE L'HOPITAL";"BP 22";"67318";"WASSELONNE CEDEX";"03 88 59 12 59 ";"03 88 59 12 49";"01 janvier 1901";"200";"Maison de Retraite";"21";"Etablissement Social et Medico-Social Communal";"21";"Autorite mixte prefet dpt PCG EHPAD tripartite DG partielle";;;"670780683";"";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"106";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670793785";"266 700 160 00028";;"MR DE MUTZIG EHPAD";;"7 RUE DE L'HOPITAL";;"67190";"MUTZIG";"03 88 38 13 76 ";"03 88 49 82 95";"01 janvier 1901";"200";"Maison de Retraite";"21";"Etablissement Social et Medico-Social Communal";"20";"Autorite mixte prefet dpt PCG EHPAD tripartite DG global";;;"670780659";"";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670793926";"775 642 069 00311";;"RESIDENCE PERS AGEES STRASBOURG/MATHIS";;"7 RUE DU BOUCLIER";;"67000";"STRASBOURG";"03 88 32 51 79 ";"03 88 22 10 03";"24 octobre 1986";"202";"Logement Foyer";"62";"Association de Droit Local";"01";"Etablissement Tarif Libre";;;"670792340";"";"Hebergement Logement-Foyer Personnes agees F1 Bis";"Hebergement Complet Internat";"Personnes Agees (Sans Autre Indication)";"0";"0";"56";"Hebergement Logement-Foyer Personnes agees Couple F2";"Hebergement Complet Internat";"Personnes Agees (Sans Autre Indication)";"0";"0";"3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670794361";"775 641 749 00061";;"MR ARC EN CIEL DIACONAT BETHESDA-EHPAD";;"1 RUE GENERAL DUCROT";;"67080";"STRASBOURG CEDEX";"03 88 23 80 00 ";;"01 decembre 1977";"200";"Maison de Retraite";"61";"Association Loi 1901 Reconnue d'Utilite Publique";"20";"Autorite mixte prefet dpt PCG EHPAD tripartite DG global";;;"670780154";"";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Alzheimer ou maladies apparentees";"0";"0";"16";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"64";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670794395";"778 771 923 00027";;"MR NEUENBERG - EHPAD";"CLINIQUE DU NEUENBERG";"38 RUE DU PASTEUR HERRMANN";;"67340";"INGWILLER";"03 88 71 70 00 ";"03 88 71 71 73";"01 janvier 1901";"200";"Maison de Retraite";"63";"Fondation";"21";"Autorite mixte prefet dpt PCG EHPAD tripartite DG partielle";;;"680000643";"";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"125";"Accueil temporaire pour Personnes agees";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"4";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Alzheimer ou maladies apparentees";"0";"0";"15";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670794478";"266 700 046 00052";;"CHDB BISCHWILLER - EHPAD";;"17 ROUTE DE STRASBOURG";"BP 90007";"67241";"BISCHWILLER CEDEX";"03 88 80 22 22 ";"03 88 80 22 65";"01 janvier 1901";"200";"Maison de Retraite";"11";"Etablissement Public Departemental d'Hospitalisation";"21";"Autorite mixte prefet dpt PCG EHPAD tripartite DG partielle";;;"670780584";"";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"140";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Alzheimer ou maladies apparentees";"0";"0";"60";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670794510";"775 642 069 00196";;"MR SAINT-ARBOGAST-EHPAD";"3 A IMP DES ECHASSES";"3 IMPASSE DES ECHASSES";;"67000";"STRASBOURG";"03 88 75 10 44 ";"03 88 32 64 05";"01 juillet 1991";"200";"Maison de Retraite";"62";"Association de Droit Local";"21";"Autorite mixte prefet dpt PCG EHPAD tripartite DG partielle";;;"670792340";"";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"82";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"670794635";"314 173 154 00027";;"M.R. AMRESO-BETHEL - EHPAD";;"18 RUE DE LA VICTOIRE";;"67205";"OBERHAUSBERGEN";"03 88 56 18 99 ";"03 88 56 23 58";"28 août 1966";"200";"Maison de Retraite";"62";"Association de Droit Local";"21";"Autorite mixte prefet dpt PCG EHPAD tripartite DG partielle";;;"670780139";"";"Accueil en Maison de Retraite";"Hebergement Complet Internat";"Personnes Agees dependantes";"0";"0";"190";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
